date,alexandra_bridge,eastern_canal,ottawa_river,western_canal,laurier_bay,laurier_lyon,laurier_metcalfe,somerset_bridge,otrain_young,otrain_gladstone,otrain_bayview,portage_bridge,adawe_crossing_a,adawe_crossing_b
2010-01-01T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-02T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-03T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-04T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-05T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-06T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-07T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-08T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-09T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-10T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-11T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-12T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-13T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-14T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-15T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-16T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-17T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-18T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-19T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-20T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-21T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-22T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-23T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-24T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-25T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-26T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-27T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-28T00:00:00Z,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-29T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-30T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-31T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-02T00:00:00Z,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-03T00:00:00Z,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-04T00:00:00Z,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-05T00:00:00Z,3,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-06T00:00:00Z,3,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-07T00:00:00Z,0,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-08T00:00:00Z,4,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09T00:00:00Z,1,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-10T00:00:00Z,0,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-11T00:00:00Z,0,83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-12T00:00:00Z,0,89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-13T00:00:00Z,0,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-14T00:00:00Z,0,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-15T00:00:00Z,0,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-16T00:00:00Z,0,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-17T00:00:00Z,0,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-18T00:00:00Z,0,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-19T00:00:00Z,0,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-20T00:00:00Z,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-21T00:00:00Z,0,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-22T00:00:00Z,0,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-23T00:00:00Z,0,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-24T00:00:00Z,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-25T00:00:00Z,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-26T00:00:00Z,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-27T00:00:00Z,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-28T00:00:00Z,2,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-01T00:00:00Z,9,115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-02T00:00:00Z,12,136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-03T00:00:00Z,47,167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-04T00:00:00Z,86,177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-05T00:00:00Z,79,246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-06T00:00:00Z,145,258,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-07T00:00:00Z,218,363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-08T00:00:00Z,346,305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-09T00:00:00Z,362,334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-10T00:00:00Z,396,349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-11T00:00:00Z,416,346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-12T00:00:00Z,397,260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-13T00:00:00Z,208,183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-14T00:00:00Z,76,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-15T00:00:00Z,523,337,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-16T00:00:00Z,746,583,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-17T00:00:00Z,728,615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-18T00:00:00Z,666,511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-19T00:00:00Z,694,631,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-20T00:00:00Z,323,283,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-21T00:00:00Z,250,238,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-22T00:00:00Z,566,347,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-23T00:00:00Z,256,121,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-24T00:00:00Z,602,390,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-25T00:00:00Z,586,388,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-26T00:00:00Z,369,206,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-27T00:00:00Z,197,207,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-28T00:00:00Z,264,247,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-29T00:00:00Z,262,189,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-30T00:00:00Z,597,376,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-31T00:00:00Z,778,563,1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-01T00:00:00Z,914,696,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-02T00:00:00Z,1076,1463,2779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-03T00:00:00Z,989,1312,2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-04T00:00:00Z,865,1108,1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-05T00:00:00Z,387,440,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-06T00:00:00Z,955,522,1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-07T00:00:00Z,547,304,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-08T00:00:00Z,545,256,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-09T00:00:00Z,656,337,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-10T00:00:00Z,386,448,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-11T00:00:00Z,456,493,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-12T00:00:00Z,1050,597,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-13T00:00:00Z,1265,826,1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-14T00:00:00Z,1475,1023,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-15T00:00:00Z,1121,646,1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-16T00:00:00Z,499,271,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-17T00:00:00Z,179,156,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-18T00:00:00Z,646,587,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-19T00:00:00Z,1375,839,1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-20T00:00:00Z,1566,1043,2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-21T00:00:00Z,1456,951,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-22T00:00:00Z,1141,587,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-23T00:00:00Z,1243,803,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-24T00:00:00Z,1140,1411,2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-25T00:00:00Z,975,1153,1501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-26T00:00:00Z,1504,1151,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-27T00:00:00Z,625,272,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-28T00:00:00Z,1285,703,1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-29T00:00:00Z,1583,974,1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-30T00:00:00Z,1414,877,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-01T00:00:00Z,663,867,1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-02T00:00:00Z,780,1054,1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-03T00:00:00Z,674,702,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-04T00:00:00Z,539,857,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-05T00:00:00Z,577,1211,2335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-06T00:00:00Z,1159,858,1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-07T00:00:00Z,1205,914,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-08T00:00:00Z,114,184,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-09T00:00:00Z,223,174,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-10T00:00:00Z,1013,749,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-11T00:00:00Z,1375,1148,2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-12T00:00:00Z,1373,1029,2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-13T00:00:00Z,1481,1218,2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-14T00:00:00Z,1035,926,1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-15T00:00:00Z,723,1123,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-16T00:00:00Z,1499,2189,3418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-17T00:00:00Z,1536,1533,3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-18T00:00:00Z,1724,1493,2924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-19T00:00:00Z,1871,1776,3084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-20T00:00:00Z,1507,1521,2511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-21T00:00:00Z,1513,1749,2685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-22T00:00:00Z,774,1095,1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-23T00:00:00Z,1412,1601,2651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-24T00:00:00Z,1335,1982,3446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-25T00:00:00Z,1555,1468,2779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-26T00:00:00Z,1520,1510,2579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-27T00:00:00Z,1831,1522,2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-28T00:00:00Z,1563,1620,2428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-29T00:00:00Z,965,1313,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-30T00:00:00Z,1014,1196,1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-31T00:00:00Z,1455,1221,2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-01T00:00:00Z,0,1103,1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-02T00:00:00Z,0,1469,2809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-03T00:00:00Z,0,1012,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-04T00:00:00Z,0,1631,2957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-05T00:00:00Z,0,837,879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-06T00:00:00Z,0,256,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-07T00:00:00Z,0,1276,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-08T00:00:00Z,0,1420,3180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-09T00:00:00Z,0,1259,2393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-10T00:00:00Z,0,952,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-11T00:00:00Z,0,1589,2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-12T00:00:00Z,0,674,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-13T00:00:00Z,0,1326,2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-14T00:00:00Z,0,1123,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-15T00:00:00Z,0,1806,3525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-16T00:00:00Z,0,731,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-17T00:00:00Z,0,1965,2828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-18T00:00:00Z,0,1761,3040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-19T00:00:00Z,0,965,1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-20T00:00:00Z,0,1098,2152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-21T00:00:00Z,0,1796,3616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-22T00:00:00Z,0,1555,2660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-23T00:00:00Z,0,1571,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-24T00:00:00Z,0,1072,1451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-25T00:00:00Z,0,1664,2822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-26T00:00:00Z,0,606,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-27T00:00:00Z,0,1000,2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-28T00:00:00Z,0,929,1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-29T00:00:00Z,0,1028,2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-30T00:00:00Z,0,1135,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-01T00:00:00Z,0,2008,4060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-02T00:00:00Z,0,1714,2724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-03T00:00:00Z,0,1612,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-04T00:00:00Z,0,982,2113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-05T00:00:00Z,0,1267,2777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-06T00:00:00Z,0,1294,3156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-07T00:00:00Z,0,1275,2857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-08T00:00:00Z,0,1183,2617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-09T00:00:00Z,0,854,1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-10T00:00:00Z,0,1239,2748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-11T00:00:00Z,0,1120,3077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-12T00:00:00Z,0,1590,2915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-13T00:00:00Z,0,822,2173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-14T00:00:00Z,0,1644,4269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-15T00:00:00Z,0,1533,3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-16T00:00:00Z,0,1153,2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-17T00:00:00Z,0,1272,2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-18T00:00:00Z,0,1119,3018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-19T00:00:00Z,0,881,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-20T00:00:00Z,0,1696,3535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-21T00:00:00Z,0,1277,2281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-22T00:00:00Z,0,1737,3217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-23T00:00:00Z,0,918,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-24T00:00:00Z,0,1164,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-25T00:00:00Z,0,1201,2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-26T00:00:00Z,0,1413,3145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-27T00:00:00Z,0,1659,3269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-28T00:00:00Z,0,1201,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-29T00:00:00Z,0,1653,2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-30T00:00:00Z,0,1509,2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-31T00:00:00Z,0,1623,2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-01T00:00:00Z,0,1414,2522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-02T00:00:00Z,0,1222,2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-03T00:00:00Z,0,631,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-04T00:00:00Z,0,1162,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-05T00:00:00Z,0,1239,2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-06T00:00:00Z,0,1377,2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-07T00:00:00Z,0,1640,2199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-08T00:00:00Z,0,602,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-09T00:00:00Z,0,1251,2527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10T00:00:00Z,0,1238,2649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-11T00:00:00Z,0,1489,3024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-12T00:00:00Z,0,1419,2763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-13T00:00:00Z,0,1382,2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-14T00:00:00Z,0,1219,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-15T00:00:00Z,0,152,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-16T00:00:00Z,0,1054,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-17T00:00:00Z,0,1367,2877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18T00:00:00Z,0,1501,2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-19T00:00:00Z,0,1098,1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-20T00:00:00Z,0,1352,2478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-21T00:00:00Z,0,515,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-22T00:00:00Z,0,313,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23T00:00:00Z,0,781,1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-24T00:00:00Z,0,1369,3192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25T00:00:00Z,0,1032,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-26T00:00:00Z,0,891,1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-27T00:00:00Z,0,1383,2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-28T00:00:00Z,0,1276,2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-29T00:00:00Z,0,1094,2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30T00:00:00Z,0,1147,2731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-31T00:00:00Z,0,1020,2575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01T00:00:00Z,0,1117,2436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-02T00:00:00Z,0,818,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-03T00:00:00Z,0,915,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-04T00:00:00Z,0,710,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-05T00:00:00Z,0,767,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-06T00:00:00Z,0,881,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07T00:00:00Z,0,733,1378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-08T00:00:00Z,0,752,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
